ml;pH;sec;°C
0.000;8.004;0.0;23.5
0.000;8.004;0.4;23.5
0.000;8.005;0.8;23.5
0.007;8.005;1.9;23.5
0.015;8.004;3.0;23.5
0.022;8.001;4.2;23.5
0.030;7.995;5.3;23.5
0.038;7.986;6.5;23.5
0.045;7.976;7.6;23.5
0.053;7.965;8.8;23.5
0.060;7.952;9.9;23.5
0.068;7.937;11.0;23.5
0.076;7.921;12.2;23.5
0.083;7.904;13.3;23.5
0.091;7.886;14.5;23.5
0.098;7.866;15.6;23.5
0.106;7.845;16.7;23.5
0.114;7.823;17.9;23.5
0.121;7.800;19.0;23.5
0.129;7.777;20.2;23.5
0.137;7.753;21.3;23.5
0.144;7.726;22.4;23.5
0.152;7.699;23.6;23.5
0.159;7.670;24.7;23.5
0.167;7.639;25.9;23.5
0.175;7.609;27.0;23.5
0.182;7.578;28.2;23.5
0.190;7.546;29.3;23.5
0.197;7.515;30.4;23.5
0.205;7.482;31.6;23.5
0.213;7.449;32.7;23.5
0.220;7.416;33.9;23.5
0.228;7.381;35.0;23.5
0.235;7.353;36.1;23.5
0.243;7.327;37.3;23.5
0.251;7.302;38.4;23.5
0.258;7.276;39.6;23.5
0.266;7.252;40.7;23.5
0.274;7.228;41.8;23.5
0.281;7.207;43.0;23.5
0.289;7.185;44.1;23.5
0.296;7.163;45.3;23.5
0.304;7.131;46.4;23.5
0.312;7.112;47.5;23.5
0.319;7.094;48.7;23.5
0.327;7.076;49.8;23.5
0.334;7.058;51.0;23.5
0.342;7.040;52.1;23.5
0.350;7.022;53.3;23.5
0.357;7.005;54.4;23.5
0.365;6.988;55.5;23.5
0.373;6.971;56.7;23.5
0.380;6.953;57.8;23.5
0.388;6.936;59.0;23.5
0.395;6.920;60.1;23.5
0.403;6.904;61.2;23.5
0.411;6.888;62.4;23.5
0.418;6.871;63.5;23.5
0.426;6.856;64.7;23.5
0.433;6.840;65.8;23.5
0.441;6.825;66.9;23.5
0.449;6.808;68.1;23.5
0.456;6.793;69.2;23.5
0.464;6.777;70.4;23.5
0.471;6.762;71.5;23.5
0.479;6.747;72.6;23.5
0.487;6.732;73.8;23.5
0.494;6.717;74.9;23.5
0.502;6.702;76.1;23.5
0.510;6.686;77.2;23.5
0.517;6.672;78.4;23.5
0.525;6.656;79.5;23.5
0.532;6.641;80.6;23.5
0.540;6.626;81.8;23.5
0.548;6.611;82.9;23.5
0.555;6.596;84.1;23.5
0.563;6.581;85.2;23.5
0.570;6.551;86.3;23.5
0.578;6.536;87.5;23.5
0.586;6.522;88.6;23.5
0.593;6.507;89.8;23.5
0.601;6.492;90.9;23.5
0.608;6.477;92.0;23.5
0.616;6.461;93.2;23.5
0.624;6.445;94.3;23.5
0.631;6.429;95.5;23.5
0.639;6.414;96.6;23.5
0.647;6.398;97.7;23.5
0.654;6.383;98.9;23.5
0.662;6.367;100.0;23.5
0.669;6.348;101.2;23.5
0.677;6.332;102.3;23.5
0.685;6.317;103.4;23.5
0.692;6.301;104.6;23.5
0.700;6.285;105.7;23.5
0.707;6.266;106.9;23.5
0.715;6.250;108.0;23.5
0.723;6.233;109.2;23.5
0.730;6.216;110.3;23.5
0.738;6.200;111.4;23.5
0.745;6.183;112.6;23.5
0.753;6.165;113.7;23.5
0.761;6.147;114.9;23.5
0.768;6.129;116.0;23.5
0.776;6.108;117.1;23.5
0.784;6.089;118.3;23.5
0.791;6.071;119.4;23.5
0.799;6.053;120.6;23.5
0.806;6.035;121.7;23.5
0.814;6.015;122.8;23.5
0.822;5.994;124.0;23.5
0.829;5.975;125.1;23.5
0.837;5.956;126.3;23.5
0.844;5.936;127.4;23.5
0.852;5.916;128.5;23.5
0.860;5.897;129.7;23.5
0.867;5.876;130.8;23.5
0.875;5.856;132.0;23.5
0.882;5.834;133.1;23.5
0.890;5.808;134.2;23.5
0.898;5.784;135.4;23.5
0.905;5.763;136.5;23.5
0.913;5.734;137.7;23.5
0.921;5.710;138.8;23.5
0.928;5.689;140.0;23.5
0.936;5.665;141.1;23.5
0.943;5.639;142.2;23.5
0.951;5.615;143.4;23.5
0.959;5.576;144.5;23.5
0.966;5.553;145.7;23.5
0.974;5.524;146.8;23.5
0.981;5.499;147.9;23.5
0.989;5.469;149.1;23.5
0.997;5.432;150.2;23.5
1.004;5.392;151.4;23.5
1.012;5.354;152.5;23.5
1.020;5.322;153.7;23.5
1.027;5.289;154.8;23.5
1.035;5.255;155.9;23.5
1.042;5.218;157.1;23.5
1.050;5.177;158.2;23.5
1.058;5.136;159.4;23.5
1.065;5.093;160.5;23.5
1.073;5.042;161.6;23.5
1.080;4.982;162.8;23.5
1.088;4.927;163.9;23.5
1.098;4.572;185.6;23.7
1.108;4.489;197.2;23.7
1.118;4.389;208.8;23.7
1.128;4.308;220.4;23.7
1.138;4.217;232.0;23.7
1.148;4.150;243.6;23.7
1.158;4.073;255.2;23.8
1.168;4.018;266.8;23.8
1.178;3.958;278.4;23.8
1.188;3.914;290.0;23.8
1.198;3.863;301.6;23.8
1.208;3.825;313.2;23.8
1.218;3.783;324.8;23.8
1.228;3.753;336.4;23.8
1.238;3.718;348.0;23.8
1.248;3.692;359.5;23.8
1.258;3.662;371.2;23.8
1.268;3.639;382.7;23.8
1.278;3.612;394.3;23.8
1.288;3.591;405.9;23.8
1.298;3.566;417.5;23.9
1.308;3.546;429.1;23.8
1.318;3.522;440.7;23.9
1.328;3.503;452.3;23.9
1.338;3.481;463.9;23.9
1.338;3.481;474.0;23.9
