ml;pH;sec;°C
0.000;8.021;0.0;23.0
0.000;8.021;0.4;23.0
0.000;8.021;0.8;23.0
0.007;8.021;1.9;23.0
0.015;8.021;3.0;23.0
0.022;8.018;4.2;23.0
0.030;8.007;5.3;23.0
0.038;7.998;6.5;23.0
0.045;7.989;7.6;23.0
0.053;7.978;8.8;23.0
0.060;7.966;9.9;23.0
0.068;7.951;11.0;23.0
0.076;7.934;12.2;23.0
0.083;7.917;13.3;23.0
0.091;7.899;14.5;23.0
0.098;7.879;15.6;23.0
0.106;7.857;16.7;23.0
0.114;7.836;17.9;23.0
0.121;7.813;19.0;23.0
0.129;7.791;20.2;23.0
0.137;7.767;21.3;23.0
0.144;7.743;22.5;23.0
0.152;7.717;23.6;23.0
0.159;7.689;24.7;23.0
0.167;7.658;25.9;23.0
0.175;7.627;27.0;23.0
0.182;7.596;28.2;23.0
0.190;7.564;29.3;23.0
0.197;7.531;30.4;23.0
0.205;7.483;31.6;23.0
0.213;7.451;32.7;23.0
0.220;7.419;33.9;23.0
0.228;7.388;35.0;23.0
0.236;7.357;36.1;23.0
0.243;7.329;37.3;23.0
0.251;7.300;38.4;23.0
0.258;7.274;39.6;23.0
0.266;7.247;40.7;23.0
0.274;7.223;41.8;23.0
0.281;7.199;43.0;23.0
0.289;7.176;44.1;23.0
0.296;7.153;45.3;23.0
0.304;7.132;46.4;23.0
0.312;7.102;47.6;23.0
0.319;7.080;48.7;23.0
0.327;7.061;49.8;23.0
0.335;7.043;51.0;23.0
0.342;7.024;52.1;23.0
0.350;7.006;53.3;23.0
0.357;6.988;54.4;23.0
0.365;6.970;55.5;23.0
0.373;6.952;56.7;23.0
0.380;6.934;57.8;23.0
0.388;6.916;59.0;23.0
0.395;6.897;60.1;23.0
0.403;6.880;61.2;23.0
0.411;6.864;62.4;23.0
0.418;6.849;63.5;23.0
0.426;6.833;64.7;23.0
0.433;6.817;65.8;23.0
0.441;6.798;67.0;23.0
0.449;6.782;68.1;23.0
0.456;6.766;69.2;23.0
0.464;6.751;70.4;23.0
0.472;6.736;71.5;23.0
0.479;6.721;72.7;23.0
0.487;6.706;73.8;23.0
0.494;6.688;74.9;23.0
0.502;6.671;76.1;23.0
0.510;6.655;77.2;23.0
0.517;6.639;78.4;23.0
0.525;6.624;79.5;23.0
0.532;6.609;80.6;23.0
0.540;6.595;81.8;23.0
0.548;6.575;82.9;23.0
0.555;6.560;84.1;23.0
0.563;6.545;85.2;23.0
0.571;6.528;86.4;23.0
0.578;6.511;87.5;23.0
0.586;6.484;88.6;23.0
0.593;6.467;89.8;23.0
0.601;6.453;90.9;23.0
0.609;6.438;92.1;23.0
0.616;6.424;93.2;23.0
0.624;6.410;94.3;23.0
0.631;6.394;95.5;23.0
0.639;6.379;96.6;23.0
0.647;6.363;97.8;23.0
0.654;6.346;98.9;23.0
0.662;6.329;100.0;23.0
0.669;6.311;101.2;23.0
0.677;6.290;102.3;23.0
0.685;6.268;103.5;23.0
0.692;6.252;104.6;23.0
0.700;6.236;105.8;23.0
0.708;6.214;106.9;23.0
0.715;6.197;108.0;23.0
0.723;6.181;109.2;23.0
0.730;6.165;110.3;23.0
0.738;6.123;111.5;23.0
0.746;6.103;112.6;23.0
0.753;6.087;113.7;23.0
0.761;6.071;114.9;23.0
0.768;6.054;116.0;23.0
0.776;6.037;117.2;23.0
0.784;6.020;118.3;23.0
0.791;6.001;119.4;23.0
0.799;5.983;120.6;23.0
0.807;5.967;121.7;23.0
0.814;5.949;122.9;23.0
0.822;5.932;124.0;23.0
0.829;5.911;125.2;23.0
0.837;5.894;126.3;23.0
0.845;5.877;127.4;23.0
0.852;5.848;128.6;23.0
0.860;5.824;129.7;23.0
0.867;5.804;130.9;23.0
0.875;5.787;132.0;23.0
0.883;5.763;133.1;23.0
0.890;5.744;134.3;23.0
0.898;5.723;135.4;23.0
0.905;5.701;136.6;23.0
0.913;5.680;137.7;23.0
0.921;5.662;138.8;23.0
0.928;5.645;140.0;23.0
0.936;5.622;141.1;23.0
0.944;5.567;142.3;23.0
0.951;5.526;143.4;23.0
0.959;5.507;144.5;23.0
0.966;5.481;145.7;23.0
0.974;5.460;146.8;23.0
0.982;5.438;148.0;23.0
0.989;5.411;149.1;23.0
0.997;5.382;150.3;23.0
1.004;5.358;151.4;23.0
1.012;5.332;152.5;23.0
1.020;5.300;153.7;23.0
1.027;5.273;154.8;23.0
1.035;5.237;156.0;23.0
1.043;5.192;157.1;23.0
1.050;5.154;158.2;23.0
1.058;5.088;159.4;23.0
1.065;5.054;160.5;23.0
1.073;5.017;161.7;23.0
1.081;4.951;162.8;23.0
1.083;4.936;163.2;23.0
1.093;4.701;184.9;23.2
1.103;4.620;196.5;23.1
1.113;4.529;208.1;23.2
1.123;4.441;219.7;23.2
1.133;4.347;231.3;23.2
1.143;4.265;242.9;23.2
1.153;4.182;254.4;23.2
1.163;4.112;266.0;23.2
1.173;4.046;277.6;23.2
1.183;3.990;289.2;23.2
1.193;3.936;300.8;23.2
1.203;3.889;312.4;23.2
1.213;3.845;324.0;23.3
1.223;3.806;335.6;23.2
1.233;3.770;347.2;23.3
1.243;3.737;358.8;23.2
1.253;3.706;370.4;23.3
1.263;3.679;382.0;23.3
1.273;3.651;393.6;23.3
1.283;3.627;405.2;23.3
1.293;3.602;416.8;23.3
1.303;3.579;428.4;23.3
1.313;3.555;440.0;23.3
1.323;3.535;451.6;23.3
1.333;3.511;463.2;23.3
1.343;3.491;474.8;23.3
1.343;3.490;484.9;23.3
