ml;pH;sec;°C
0.000;8.043;0.0;22.6
0.000;8.043;0.4;22.6
0.000;8.043;0.8;22.6
0.007;8.043;1.9;22.6
0.014;8.043;3.0;22.6
0.022;8.038;4.2;22.6
0.030;8.030;5.3;22.6
0.037;8.020;6.5;22.6
0.045;8.006;7.6;22.6
0.053;7.991;8.7;22.6
0.060;7.975;9.9;22.6
0.068;7.958;11.0;22.6
0.075;7.939;12.2;22.6
0.083;7.918;13.3;22.6
0.091;7.898;14.4;22.6
0.098;7.875;15.6;22.6
0.106;7.851;16.7;22.6
0.113;7.827;17.9;22.6
0.121;7.801;19.0;22.6
0.129;7.773;20.1;22.6
0.136;7.745;21.3;22.6
0.144;7.715;22.4;22.6
0.151;7.684;23.6;22.6
0.159;7.652;24.7;22.6
0.167;7.616;25.9;22.6
0.174;7.582;27.0;22.6
0.182;7.547;28.1;22.6
0.190;7.512;29.3;22.6
0.197;7.478;30.4;22.6
0.205;7.445;31.6;22.6
0.212;7.413;32.7;22.6
0.220;7.382;33.8;22.6
0.228;7.352;35.0;22.6
0.235;7.324;36.1;22.6
0.243;7.298;37.3;22.6
0.250;7.272;38.4;22.6
0.258;7.248;39.5;22.6
0.266;7.224;40.7;22.6
0.273;7.202;41.8;22.6
0.281;7.182;43.0;22.6
0.288;7.161;44.1;22.6
0.296;7.140;45.2;22.6
0.304;7.120;46.4;22.6
0.311;7.101;47.5;22.6
0.319;7.082;48.7;22.6
0.326;7.064;49.8;22.6
0.334;7.046;50.9;22.6
0.342;7.029;52.1;22.6
0.349;7.011;53.2;22.6
0.357;6.994;54.4;22.6
0.365;6.977;55.5;22.6
0.372;6.960;56.7;22.6
0.380;6.943;57.8;22.6
0.387;6.926;58.9;22.6
0.395;6.910;60.1;22.6
0.403;6.895;61.2;22.6
0.410;6.879;62.4;22.6
0.418;6.863;63.5;22.6
0.425;6.847;64.6;22.6
0.433;6.831;65.8;22.6
0.441;6.816;66.9;22.6
0.448;6.800;68.1;22.6
0.456;6.781;69.2;22.6
0.463;6.765;70.3;22.6
0.471;6.751;71.5;22.6
0.479;6.736;72.6;22.6
0.486;6.720;73.8;22.6
0.494;6.705;74.9;22.6
0.502;6.691;76.0;22.6
0.509;6.676;77.2;22.6
0.517;6.661;78.3;22.6
0.524;6.646;79.5;22.6
0.532;6.632;80.6;22.6
0.540;6.617;81.7;22.6
0.547;6.602;82.9;22.6
0.555;6.587;84.0;22.6
0.562;6.572;85.2;22.6
0.570;6.556;86.3;22.6
0.578;6.541;87.4;22.6
0.585;6.525;88.6;22.6
0.593;6.509;89.7;22.6
0.600;6.494;90.9;22.6
0.608;6.478;92.0;22.6
0.616;6.463;93.2;22.6
0.623;6.447;94.3;22.6
0.631;6.431;95.4;22.6
0.639;6.413;96.6;22.6
0.646;6.397;97.7;22.6
0.654;6.381;98.9;22.6
0.661;6.364;100.0;22.6
0.669;6.348;101.1;22.6
0.677;6.331;102.3;22.6
0.684;6.312;103.4;22.6
0.692;6.295;104.6;22.6
0.699;6.279;105.7;22.6
0.707;6.261;106.8;22.6
0.715;6.243;108.0;22.6
0.722;6.226;109.1;22.6
0.730;6.208;110.3;22.6
0.737;6.190;111.4;22.6
0.745;6.173;112.5;22.6
0.753;6.154;113.7;22.6
0.760;6.135;114.8;22.6
0.768;6.116;116.0;22.6
0.775;6.096;117.1;22.6
0.783;6.076;118.2;22.6
0.791;6.056;119.4;22.6
0.798;6.035;120.5;22.6
0.806;6.014;121.7;22.6
0.814;5.993;122.8;22.6
0.821;5.972;123.9;22.6
0.829;5.951;125.1;22.6
0.836;5.929;126.2;22.6
0.844;5.901;127.4;22.6
0.852;5.878;128.5;22.6
0.859;5.848;129.6;22.6
0.867;5.824;130.8;22.6
0.874;5.801;131.9;22.6
0.882;5.776;133.1;22.6
0.890;5.751;134.2;22.6
0.897;5.726;135.4;22.6
0.905;5.696;136.5;22.6
0.912;5.670;137.6;22.6
0.920;5.645;138.8;22.6
0.928;5.618;139.9;22.6
0.935;5.586;141.1;22.6
0.943;5.552;142.2;22.6
0.951;5.522;143.3;22.6
0.958;5.488;144.5;22.6
0.966;5.454;145.6;22.6
0.973;5.418;146.8;22.6
0.981;5.382;147.9;22.6
0.989;5.342;149.0;22.6
0.996;5.301;150.2;22.6
1.004;5.250;151.3;22.6
1.011;5.202;152.5;22.6
1.019;5.147;153.6;22.6
1.027;5.094;154.7;22.6
1.034;5.037;155.9;22.6
1.042;4.975;157.0;22.6
1.047;4.929;157.8;22.6
1.057;4.546;179.4;22.7
1.067;4.451;191.0;22.7
1.077;4.376;202.6;22.7
1.087;4.286;214.2;22.7
1.097;4.214;225.8;22.8
1.107;4.134;237.4;22.8
1.117;4.073;249.0;22.8
1.127;4.004;260.6;22.8
1.137;3.952;272.2;22.8
1.147;3.897;283.8;22.8
1.157;3.857;295.4;22.8
1.167;3.810;307.0;22.8
1.177;3.774;318.5;22.8
1.187;3.736;330.1;22.8
1.197;3.707;341.7;22.8
1.207;3.672;353.3;22.8
1.217;3.647;364.9;22.8
1.227;3.618;376.5;22.8
1.237;3.596;388.1;22.8
1.247;3.571;399.7;22.9
1.257;3.551;411.3;22.8
1.267;3.529;422.9;22.9
1.277;3.511;434.5;22.9
1.287;3.490;446.1;22.9
1.287;3.490;456.1;22.9
