ml;pH;sec;°C
0.555;5.988;84.0;23.9
0.563;5.965;85.2;23.9
0.570;5.984;86.3;23.9
0.578;5.977;87.5;23.9
0.585;5.951;88.6;23.9
0.593;5.938;89.7;23.9
0.601;5.950;90.9;23.9
0.608;5.893;92.0;23.9
0.616;5.876;93.2;23.9
0.624;5.885;94.3;23.9
0.631;5.843;95.4;23.9
0.639;5.788;96.6;23.9
0.646;5.805;97.7;23.9
0.654;5.821;98.9;23.9
0.662;5.762;100.0;23.9
0.669;5.772;101.1;23.9
0.677;5.766;102.3;23.9
0.684;5.773;103.4;23.9
0.692;5.754;104.6;23.9
0.700;5.757;105.7;23.9
0.707;5.771;106.8;23.9
0.715;5.747;108.0;23.9
0.722;5.742;109.1;23.9
0.730;5.722;110.3;23.9
0.738;5.569;111.4;23.9
0.745;5.603;112.5;23.9
0.753;5.568;113.7;23.9
0.761;5.591;114.8;23.9
0.768;5.599;116.0;23.9
0.776;5.484;117.1;23.9
0.783;5.531;118.3;23.9
0.791;5.516;119.4;23.9
0.799;5.521;120.5;23.9
0.806;5.542;121.7;23.9
0.814;5.505;122.8;23.9
0.821;5.471;124.0;23.9
0.829;5.451;125.1;23.9
0.837;5.379;126.2;23.9
0.844;5.386;127.4;23.9
0.852;5.401;128.5;23.9
0.859;5.286;129.7;23.9
0.867;5.320;130.8;23.9
0.875;5.303;131.9;23.9
0.882;5.320;133.1;23.9
0.890;5.337;134.2;23.9
0.898;5.360;135.4;23.9
0.905;5.336;136.5;23.9
0.913;5.293;137.6;23.9
0.920;5.265;138.8;23.9
0.928;5.247;139.9;23.9
0.936;5.103;141.1;23.9
0.943;5.043;142.2;23.9
0.951;5.083;143.3;23.9
0.958;5.082;144.5;23.9
0.966;5.090;145.6;23.9
0.974;4.984;146.8;23.9
0.981;4.899;147.9;23.9
0.981;5.198;158.0;24.0
0.981;5.198;158.0;24.0
0.981;5.200;158.2;24.0
0.988;5.183;159.3;24.0
0.996;5.042;160.5;24.0
1.003;5.019;161.6;24.0
1.011;4.959;162.7;24.0
1.018;4.960;163.9;24.0
1.023;4.922;164.6;24.0
1.023;5.048;174.7;24.0
1.023;5.048;174.7;24.0
1.023;5.049;174.9;24.0
1.030;5.016;176.0;24.0
1.038;4.946;177.2;24.0
1.040;4.931;177.6;24.0
1.040;4.982;187.6;24.1
1.040;4.982;187.6;24.1
1.040;4.982;187.8;24.1
1.046;4.927;188.8;24.1
1.046;4.962;198.8;24.1
1.046;4.962;198.9;24.1
1.046;4.963;199.1;24.1
1.054;4.918;200.4;24.1
1.064;4.866;222.0;24.1
1.074;4.815;233.6;24.1
1.084;4.743;245.2;24.1
1.094;4.679;256.8;24.1
1.104;4.596;268.4;24.1
1.114;4.510;280.0;24.1
1.124;4.416;291.6;24.1
1.134;4.329;303.2;24.1
1.144;4.242;314.8;24.1
1.154;4.167;326.4;24.1
1.164;4.096;338.0;24.1
1.174;4.036;349.5;24.1
1.184;3.977;361.1;24.1
1.194;3.927;372.7;24.1
1.204;3.879;384.3;24.1
1.214;3.838;395.9;24.1
1.224;3.799;407.5;24.1
1.234;3.764;419.1;24.1
1.244;3.732;430.7;24.1
1.254;3.703;442.3;24.2
1.264;3.674;453.9;24.2
1.274;3.649;465.5;24.2
1.284;3.623;477.1;24.1
1.294;3.600;488.7;24.1
1.304;3.575;500.2;24.2
1.314;3.553;511.8;24.2
1.324;3.530;523.4;24.2
1.334;3.510;535.0;24.2
1.344;3.489;546.6;24.2
1.344;3.488;556.7;24.2
