ml;pH;sec;°C
0.000;8.115;0.0;22.5
0.000;8.116;0.4;22.5
0.000;8.116;0.8;22.5
0.007;8.116;1.9;22.5
0.014;8.116;3.0;22.5
0.022;8.114;4.2;22.5
0.030;8.111;5.3;22.5
0.037;8.105;6.5;22.5
0.045;8.095;7.6;22.5
0.052;8.084;8.7;22.5
0.060;8.068;9.9;22.5
0.068;8.054;11.0;22.5
0.075;8.041;12.2;22.5
0.083;8.026;13.3;22.5
0.091;8.008;14.4;22.5
0.098;7.990;15.6;22.5
0.106;7.969;16.7;22.5
0.113;7.950;17.9;22.5
0.121;7.928;19.0;22.5
0.129;7.905;20.1;22.5
0.136;7.881;21.3;22.5
0.144;7.856;22.4;22.5
0.151;7.830;23.6;22.5
0.159;7.802;24.7;22.5
0.167;7.772;25.8;22.5
0.174;7.742;27.0;22.5
0.182;7.709;28.1;22.5
0.189;7.675;29.3;22.5
0.197;7.640;30.4;22.5
0.205;7.605;31.5;22.5
0.212;7.568;32.7;22.5
0.220;7.530;33.8;22.5
0.228;7.492;35.0;22.5
0.235;7.454;36.1;22.5
0.243;7.415;37.3;22.5
0.250;7.379;38.4;22.5
0.258;7.344;39.5;22.5
0.266;7.310;40.7;22.5
0.273;7.280;41.8;22.5
0.281;7.248;43.0;22.5
0.288;7.221;44.1;22.5
0.296;7.194;45.2;22.5
0.304;7.169;46.4;22.5
0.311;7.143;47.5;22.5
0.319;7.118;48.7;22.5
0.326;7.093;49.8;22.5
0.334;7.067;50.9;22.5
0.342;7.045;52.1;22.5
0.349;7.022;53.2;22.5
0.357;7.001;54.4;22.5
0.365;6.980;55.5;22.5
0.372;6.961;56.6;22.5
0.380;6.941;57.8;22.5
0.387;6.923;58.9;22.5
0.395;6.901;60.1;22.5
0.403;6.882;61.2;22.5
0.410;6.864;62.3;22.5
0.418;6.845;63.5;22.5
0.425;6.826;64.6;22.5
0.433;6.808;65.8;22.5
0.441;6.791;66.9;22.5
0.448;6.773;68.1;22.5
0.456;6.756;69.2;22.5
0.463;6.739;70.3;22.5
0.471;6.721;71.5;22.5
0.479;6.700;72.6;22.5
0.486;6.682;73.8;22.5
0.494;6.665;74.9;22.5
0.502;6.649;76.0;22.5
0.509;6.633;77.2;22.5
0.517;6.616;78.3;22.5
0.524;6.599;79.5;22.5
0.532;6.581;80.6;22.5
0.540;6.565;81.7;22.5
0.547;6.548;82.9;22.5
0.555;6.532;84.0;22.5
0.562;6.515;85.2;22.5
0.570;6.496;86.3;22.5
0.578;6.477;87.4;22.5
0.585;6.461;88.6;22.5
0.593;6.431;89.7;22.5
0.600;6.414;90.9;22.5
0.608;6.397;92.0;22.5
0.616;6.382;93.1;22.5
0.623;6.366;94.3;22.5
0.631;6.348;95.4;22.5
0.638;6.328;96.6;22.5
0.646;6.311;97.7;22.5
0.654;6.294;98.8;22.5
0.661;6.277;100.0;22.5
0.669;6.260;101.1;22.5
0.677;6.243;102.3;22.5
0.684;6.226;103.4;22.5
0.692;6.208;104.5;22.5
0.699;6.186;105.7;22.5
0.707;6.167;106.8;22.5
0.715;6.149;108.0;22.5
0.722;6.132;109.1;22.5
0.730;6.107;110.3;22.5
0.737;6.083;111.4;22.5
0.745;6.039;112.5;22.5
0.753;6.026;113.7;22.5
0.760;6.007;114.8;22.5
0.768;5.992;116.0;22.5
0.775;5.974;117.1;22.5
0.783;5.957;118.2;22.5
0.791;5.940;119.4;22.5
0.798;5.922;120.5;22.5
0.806;5.897;121.7;22.5
0.814;5.876;122.8;22.5
0.821;5.856;123.9;22.5
0.829;5.836;125.1;22.5
0.836;5.816;126.2;22.5
0.844;5.798;127.4;22.5
0.852;5.774;128.5;22.5
0.859;5.752;129.6;22.5
0.867;5.731;130.8;22.5
0.874;5.711;131.9;22.5
0.882;5.686;133.1;22.5
0.890;5.665;134.2;22.5
0.897;5.643;135.3;22.5
0.905;5.594;136.5;22.5
0.912;5.571;137.6;22.5
0.920;5.552;138.8;22.5
0.928;5.530;139.9;22.5
0.935;5.508;141.1;22.5
0.943;5.480;142.2;22.5
0.951;5.449;143.3;22.5
0.958;5.420;144.5;22.5
0.966;5.391;145.6;22.5
0.973;5.352;146.8;22.5
0.981;5.320;147.9;22.5
0.989;5.288;149.0;22.5
0.996;5.252;150.2;22.5
1.004;5.216;151.3;22.5
1.011;5.173;152.5;22.5
1.019;5.130;153.6;22.5
1.027;5.081;154.7;22.5
1.034;5.033;155.9;22.5
1.042;4.984;157.0;22.5
1.049;4.928;158.2;22.5
1.059;4.626;179.8;22.7
1.069;4.537;191.4;22.7
1.079;4.453;203.0;22.7
1.089;4.368;214.6;22.8
1.099;4.289;226.3;22.7
1.109;4.223;237.9;22.8
1.119;4.149;249.5;22.8
1.129;4.077;261.1;22.8
1.139;4.015;272.7;22.8
1.149;3.956;284.3;22.8
1.159;3.906;295.9;22.8
1.169;3.858;307.5;22.8
1.179;3.817;319.1;22.8
1.189;3.777;330.7;22.8
1.199;3.742;342.3;22.8
1.209;3.708;353.9;22.8
1.219;3.678;365.5;22.8
1.229;3.648;377.1;22.8
1.239;3.623;388.7;22.8
1.249;3.598;400.3;22.8
1.259;3.575;411.9;22.9
1.269;3.553;423.5;22.9
1.279;3.533;435.1;22.9
1.289;3.513;446.7;22.9
1.299;3.494;458.3;22.9
1.299;3.493;468.3;22.9
