ml;pH;sec;°C
0.000;7.981;0.0;23.4
0.000;7.981;0.4;23.4
0.000;7.981;0.8;23.4
0.007;7.981;1.9;23.4
0.015;7.980;3.0;23.4
0.022;7.978;4.2;23.4
0.030;7.973;5.3;23.4
0.038;7.963;6.5;23.4
0.045;7.952;7.6;23.4
0.053;7.938;8.7;23.4
0.060;7.923;9.9;23.4
0.068;7.907;11.0;23.4
0.076;7.889;12.2;23.4
0.083;7.871;13.3;23.4
0.091;7.852;14.5;23.4
0.098;7.831;15.6;23.4
0.106;7.808;16.7;23.4
0.114;7.785;17.9;23.4
0.121;7.759;19.0;23.4
0.129;7.733;20.2;23.4
0.137;7.706;21.3;23.4
0.144;7.677;22.4;23.4
0.152;7.645;23.6;23.4
0.159;7.612;24.7;23.4
0.167;7.580;25.9;23.4
0.175;7.548;27.0;23.4
0.182;7.516;28.1;23.4
0.190;7.482;29.3;23.4
0.197;7.449;30.4;23.4
0.205;7.417;31.6;23.4
0.213;7.386;32.7;23.4
0.220;7.357;33.9;23.4
0.228;7.329;35.0;23.4
0.236;7.302;36.1;23.4
0.243;7.276;37.3;23.4
0.251;7.252;38.4;23.4
0.258;7.229;39.6;23.4
0.266;7.207;40.7;23.4
0.274;7.185;41.8;23.4
0.281;7.164;43.0;23.4
0.289;7.144;44.1;23.4
0.296;7.124;45.3;23.4
0.304;7.105;46.4;23.4
0.312;7.087;47.6;23.4
0.319;7.069;48.7;23.4
0.327;7.051;49.8;23.4
0.335;7.033;51.0;23.4
0.342;7.015;52.1;23.4
0.350;6.998;53.3;23.4
0.357;6.981;54.4;23.4
0.365;6.965;55.5;23.4
0.373;6.948;56.7;23.4
0.380;6.932;57.8;23.4
0.388;6.916;59.0;23.4
0.395;6.900;60.1;23.4
0.403;6.884;61.2;23.4
0.411;6.868;62.4;23.4
0.418;6.853;63.5;23.4
0.426;6.837;64.7;23.4
0.434;6.821;65.8;23.4
0.441;6.806;67.0;23.4
0.449;6.791;68.1;23.4
0.456;6.775;69.2;23.4
0.464;6.760;70.4;23.4
0.472;6.745;71.5;23.4
0.479;6.731;72.7;23.4
0.487;6.716;73.8;23.4
0.494;6.701;74.9;23.4
0.502;6.686;76.1;23.4
0.510;6.671;77.2;23.4
0.517;6.656;78.4;23.4
0.525;6.642;79.5;23.4
0.533;6.627;80.7;23.4
0.540;6.612;81.8;23.4
0.548;6.597;82.9;23.4
0.555;6.582;84.1;23.4
0.563;6.567;85.2;23.4
0.571;6.552;86.4;23.4
0.578;6.536;87.5;23.4
0.586;6.521;88.6;23.4
0.593;6.506;89.8;23.4
0.601;6.491;90.9;23.4
0.609;6.476;92.1;23.4
0.616;6.460;93.2;23.4
0.624;6.444;94.4;23.4
0.632;6.429;95.5;23.4
0.639;6.413;96.6;23.4
0.647;6.398;97.8;23.4
0.654;6.382;98.9;23.4
0.662;6.366;100.1;23.4
0.670;6.350;101.2;23.4
0.677;6.335;102.3;23.4
0.685;6.319;103.5;23.4
0.692;6.303;104.6;23.4
0.700;6.287;105.8;23.4
0.708;6.270;106.9;23.4
0.715;6.254;108.0;23.4
0.723;6.237;109.2;23.4
0.730;6.221;110.3;23.4
0.738;6.204;111.5;23.4
0.746;6.187;112.6;23.4
0.753;6.170;113.8;23.4
0.761;6.152;114.9;23.4
0.769;6.135;116.0;23.4
0.776;6.117;117.2;23.4
0.784;6.099;118.3;23.4
0.791;6.081;119.5;23.4
0.799;6.063;120.6;23.4
0.807;6.044;121.7;23.4
0.814;6.026;122.9;23.4
0.822;6.007;124.0;23.4
0.829;5.988;125.2;23.4
0.837;5.968;126.3;23.4
0.845;5.948;127.4;23.4
0.852;5.929;128.6;23.4
0.860;5.908;129.7;23.4
0.868;5.888;130.9;23.4
0.875;5.868;132.0;23.4
0.883;5.847;133.1;23.4
0.890;5.826;134.3;23.4
0.898;5.804;135.4;23.4
0.906;5.782;136.6;23.4
0.913;5.760;137.7;23.4
0.921;5.737;138.9;23.4
0.928;5.714;140.0;23.4
0.936;5.691;141.1;23.4
0.944;5.666;142.3;23.4
0.951;5.641;143.4;23.4
0.959;5.616;144.6;23.4
0.966;5.589;145.7;23.4
0.974;5.562;146.8;23.4
0.982;5.534;148.0;23.4
0.989;5.505;149.1;23.4
0.997;5.474;150.3;23.4
1.005;5.442;151.4;23.4
1.012;5.409;152.5;23.4
1.020;5.373;153.7;23.4
1.027;5.338;154.8;23.4
1.035;5.301;156.0;23.4
1.043;5.261;157.1;23.4
1.050;5.219;158.2;23.4
1.058;5.174;159.4;23.4
1.065;5.125;160.5;23.4
1.073;5.077;161.7;23.4
1.081;5.024;162.8;23.4
1.088;4.969;164.0;23.4
1.093;4.929;164.7;23.4
1.103;4.548;186.4;23.7
1.113;4.465;198.0;23.6
1.123;4.368;209.6;23.7
1.133;4.290;221.2;23.7
1.143;4.200;232.8;23.7
1.153;4.134;244.4;23.7
1.163;4.061;256.0;23.7
1.173;4.008;267.6;23.7
1.183;3.948;279.2;23.7
1.193;3.904;290.8;23.8
1.203;3.854;302.4;23.7
1.213;3.818;314.0;23.8
1.223;3.777;325.5;23.7
1.233;3.747;337.1;23.7
1.243;3.713;348.7;23.8
1.253;3.687;360.3;23.8
1.263;3.657;371.9;23.8
1.273;3.634;383.5;23.8
1.283;3.608;395.1;23.8
1.293;3.587;406.7;23.8
1.303;3.561;418.3;23.8
1.313;3.541;429.9;23.8
1.323;3.517;441.5;23.8
1.333;3.498;453.1;23.8
1.343;3.477;464.7;23.8
1.343;3.476;474.8;23.8
