ml;pH;sec;°C
0.000;8.000;0.0;23.7
0.000;8.000;0.4;23.7
0.000;8.000;0.8;23.7
0.007;8.000;1.9;23.7
0.015;8.000;3.0;23.7
0.022;7.996;4.2;23.7
0.030;7.988;5.3;23.7
0.037;7.977;6.5;23.7
0.045;7.963;7.6;23.7
0.053;7.949;8.7;23.7
0.060;7.931;9.9;23.7
0.068;7.913;11.0;23.7
0.075;7.894;12.2;23.7
0.083;7.873;13.3;23.7
0.091;7.852;14.4;23.7
0.098;7.828;15.6;23.7
0.106;7.804;16.7;23.7
0.113;7.779;17.9;23.7
0.121;7.753;19.0;23.7
0.129;7.725;20.2;23.7
0.136;7.695;21.3;23.7
0.144;7.665;22.4;23.7
0.152;7.633;23.6;23.7
0.159;7.600;24.7;23.7
0.167;7.566;25.9;23.7
0.174;7.532;27.0;23.7
0.182;7.497;28.1;23.7
0.190;7.464;29.3;23.7
0.197;7.432;30.4;23.7
0.205;7.399;31.6;23.7
0.212;7.369;32.7;23.7
0.220;7.341;33.8;23.7
0.228;7.314;35.0;23.7
0.235;7.288;36.1;23.7
0.243;7.263;37.3;23.7
0.250;7.240;38.4;23.7
0.258;7.217;39.5;23.7
0.266;7.195;40.7;23.7
0.273;7.174;41.8;23.7
0.281;7.153;43.0;23.7
0.289;7.133;44.1;23.7
0.296;7.113;45.2;23.7
0.304;7.095;46.4;23.7
0.311;7.076;47.5;23.7
0.319;7.058;48.7;23.7
0.327;7.041;49.8;23.7
0.334;7.023;50.9;23.7
0.342;7.006;52.1;23.7
0.349;6.989;53.2;23.7
0.357;6.972;54.4;23.7
0.365;6.956;55.5;23.7
0.372;6.939;56.6;23.7
0.380;6.923;57.8;23.7
0.387;6.907;58.9;23.7
0.395;6.891;60.1;23.7
0.403;6.875;61.2;23.7
0.410;6.859;62.4;23.7
0.418;6.843;63.5;23.7
0.425;6.828;64.6;23.7
0.433;6.813;65.8;23.7
0.441;6.798;66.9;23.7
0.448;6.783;68.1;23.7
0.456;6.768;69.2;23.7
0.464;6.753;70.3;23.7
0.471;6.738;71.5;23.7
0.479;6.723;72.6;23.7
0.486;6.709;73.8;23.7
0.494;6.694;74.9;23.7
0.502;6.679;76.0;23.7
0.509;6.664;77.2;23.7
0.517;6.650;78.3;23.7
0.524;6.635;79.5;23.7
0.532;6.620;80.6;23.7
0.540;6.605;81.7;23.7
0.547;6.590;82.9;23.7
0.555;6.575;84.0;23.7
0.562;6.560;85.2;23.7
0.570;6.545;86.3;23.7
0.578;6.530;87.4;23.7
0.585;6.513;88.6;23.7
0.593;6.494;89.7;23.7
0.601;6.479;90.9;23.7
0.608;6.464;92.0;23.7
0.616;6.449;93.1;23.7
0.623;6.434;94.3;23.7
0.631;6.419;95.4;23.7
0.639;6.403;96.6;23.7
0.646;6.388;97.7;23.7
0.654;6.372;98.8;23.7
0.661;6.356;100.0;23.7
0.669;6.340;101.1;23.7
0.677;6.324;102.3;23.7
0.684;6.309;103.4;23.7
0.692;6.293;104.6;23.7
0.699;6.277;105.7;23.7
0.707;6.261;106.8;23.7
0.715;6.245;108.0;23.7
0.722;6.228;109.1;23.7
0.730;6.211;110.3;23.7
0.737;6.195;111.4;23.7
0.745;6.178;112.5;23.7
0.753;6.161;113.7;23.7
0.760;6.144;114.8;23.7
0.768;6.126;116.0;23.7
0.776;6.109;117.1;23.7
0.783;6.091;118.2;23.7
0.791;6.073;119.4;23.7
0.798;6.054;120.5;23.7
0.806;6.036;121.7;23.7
0.814;6.017;122.8;23.7
0.821;5.998;123.9;23.7
0.829;5.979;125.1;23.7
0.836;5.960;126.2;23.7
0.844;5.940;127.4;23.7
0.852;5.920;128.5;23.7
0.859;5.900;129.6;23.7
0.867;5.880;130.8;23.7
0.874;5.859;131.9;23.7
0.882;5.838;133.1;23.7
0.890;5.814;134.2;23.7
0.897;5.793;135.3;23.7
0.905;5.772;136.5;23.7
0.913;5.750;137.6;23.7
0.920;5.727;138.8;23.7
0.928;5.704;139.9;23.7
0.935;5.680;141.1;23.7
0.943;5.656;142.2;23.7
0.951;5.630;143.3;23.7
0.958;5.604;144.5;23.7
0.966;5.577;145.6;23.7
0.973;5.550;146.8;23.7
0.981;5.522;147.9;23.7
0.989;5.493;149.0;23.7
0.996;5.461;150.2;23.7
1.004;5.430;151.3;23.7
1.011;5.396;152.5;23.7
1.019;5.360;153.6;23.7
1.027;5.324;154.7;23.7
1.034;5.285;155.9;23.7
1.042;5.244;157.0;23.7
1.049;5.201;158.2;23.7
1.057;5.156;159.3;23.7
1.065;5.108;160.4;23.7
1.072;5.057;161.6;23.7
1.080;5.002;162.7;23.7
1.089;4.930;164.1;23.7
1.099;4.561;185.7;23.9
1.109;4.482;197.3;23.9
1.119;4.382;208.9;23.9
1.129;4.302;220.5;23.9
1.139;4.211;232.1;23.9
1.149;4.145;243.7;23.9
1.159;4.070;255.3;23.9
1.169;4.016;266.9;23.9
1.179;3.956;278.4;23.9
1.189;3.912;290.0;24.0
1.199;3.862;301.6;24.0
1.209;3.824;313.2;24.0
1.219;3.783;324.8;24.0
1.229;3.753;336.4;24.0
1.239;3.718;348.0;24.0
1.249;3.692;359.6;24.0
1.259;3.662;371.2;24.0
1.269;3.639;382.8;24.0
1.279;3.613;394.4;24.0
1.289;3.601;406.0;24.0
1.299;3.601;417.6;24.0
1.309;3.600;429.1;24.1
1.319;3.574;440.7;24.0
1.329;3.552;452.3;24.0
1.339;3.528;463.9;24.1
1.349;3.510;475.5;24.1
1.359;3.487;487.1;24.1
1.359;3.487;497.2;24.1
