ml;pH;sec;°C
0.000;7.976;0.0;23.3
0.000;7.976;0.4;23.3
0.000;7.976;0.8;23.3
0.007;7.976;1.9;23.3
0.015;7.976;3.0;23.3
0.022;7.972;4.2;23.3
0.030;7.963;5.3;23.3
0.038;7.954;6.5;23.3
0.045;7.938;7.6;23.3
0.053;7.924;8.7;23.3
0.060;7.910;9.9;23.3
0.068;7.894;11.0;23.3
0.076;7.876;12.2;23.3
0.083;7.857;13.3;23.3
0.091;7.836;14.5;23.3
0.098;7.813;15.6;23.3
0.106;7.791;16.7;23.3
0.114;7.767;17.9;23.3
0.121;7.741;19.0;23.3
0.129;7.715;20.2;23.3
0.136;7.687;21.3;23.3
0.144;7.657;22.4;23.3
0.152;7.624;23.6;23.3
0.159;7.594;24.7;23.3
0.167;7.561;25.9;23.3
0.175;7.527;27.0;23.3
0.182;7.493;28.1;23.3
0.190;7.459;29.3;23.3
0.197;7.427;30.4;23.3
0.205;7.396;31.6;23.3
0.213;7.366;32.7;23.3
0.220;7.335;33.9;23.3
0.228;7.307;35.0;23.3
0.235;7.282;36.1;23.3
0.243;7.238;37.3;23.3
0.251;7.214;38.4;23.3
0.258;7.194;39.6;23.3
0.266;7.173;40.7;23.3
0.274;7.153;41.8;23.3
0.281;7.134;43.0;23.3
0.289;7.103;44.1;23.3
0.296;7.074;45.3;23.3
0.304;7.057;46.4;23.3
0.312;7.041;47.5;23.3
0.319;7.025;48.7;23.3
0.327;7.009;49.8;23.3
0.334;6.992;51.0;23.3
0.342;6.976;52.1;23.3
0.350;6.959;53.2;23.3
0.357;6.941;54.4;23.3
0.365;6.925;55.5;23.3
0.372;6.910;56.7;23.3
0.380;6.895;57.8;23.3
0.388;6.880;58.9;23.3
0.395;6.866;60.1;23.3
0.403;6.851;61.2;23.3
0.411;6.836;62.4;23.3
0.418;6.819;63.5;23.3
0.426;6.804;64.6;23.3
0.433;6.790;65.8;23.3
0.441;6.775;66.9;23.3
0.449;6.761;68.1;23.3
0.456;6.740;69.2;23.3
0.464;6.725;70.4;23.3
0.471;6.710;71.5;23.3
0.479;6.696;72.6;23.3
0.487;6.681;73.8;23.3
0.494;6.667;74.9;23.3
0.502;6.653;76.1;23.3
0.509;6.639;77.2;23.3
0.517;6.624;78.3;23.3
0.525;6.611;79.5;23.3
0.532;6.596;80.6;23.3
0.540;6.581;81.8;23.3
0.548;6.567;82.9;23.3
0.555;6.550;84.0;23.3
0.563;6.536;85.2;23.3
0.570;6.522;86.3;23.3
0.578;6.503;87.5;23.3
0.586;6.484;88.6;23.3
0.593;6.468;89.7;23.3
0.601;6.440;90.9;23.3
0.608;6.427;92.0;23.3
0.616;6.413;93.2;23.3
0.624;6.399;94.3;23.3
0.631;6.385;95.5;23.3
0.639;6.371;96.6;23.3
0.646;6.357;97.7;23.3
0.654;6.342;98.9;23.3
0.662;6.323;100.0;23.3
0.669;6.307;101.2;23.3
0.677;6.293;102.3;23.3
0.685;6.277;103.4;23.3
0.692;6.261;104.6;23.3
0.700;6.247;105.7;23.3
0.707;6.232;106.9;23.3
0.715;6.217;108.0;23.3
0.723;6.201;109.1;23.3
0.730;6.185;110.3;23.3
0.738;6.170;111.4;23.3
0.745;6.153;112.6;23.3
0.753;6.129;113.7;23.3
0.761;6.107;114.9;23.3
0.768;6.085;116.0;23.3
0.776;6.062;117.1;23.3
0.784;6.046;118.3;23.3
0.791;6.031;119.4;23.3
0.799;6.014;120.6;23.3
0.806;5.991;121.7;23.3
0.814;5.974;122.8;23.3
0.822;5.950;124.0;23.3
0.829;5.932;125.1;23.3
0.837;5.916;126.3;23.3
0.844;5.899;127.4;23.3
0.852;5.879;128.5;23.3
0.860;5.860;129.7;23.3
0.867;5.842;130.8;23.3
0.875;5.824;132.0;23.3
0.882;5.803;133.1;23.3
0.890;5.777;134.2;23.3
0.898;5.755;135.4;23.3
0.905;5.736;136.5;23.3
0.913;5.711;137.7;23.3
0.921;5.689;138.8;23.3
0.928;5.665;139.9;23.3
0.936;5.646;141.1;23.3
0.943;5.623;142.2;23.3
0.951;5.602;143.4;23.3
0.959;5.578;144.5;23.3
0.966;5.555;145.7;23.3
0.974;5.529;146.8;23.3
0.981;5.504;147.9;23.3
0.989;5.474;149.1;23.3
0.997;5.445;150.2;23.3
1.004;5.414;151.4;23.3
1.012;5.375;152.5;23.3
1.019;5.342;153.6;23.3
1.027;5.309;154.8;23.3
1.035;5.271;155.9;23.3
1.042;5.233;157.1;23.3
1.050;5.185;158.2;23.3
1.058;5.139;159.3;23.3
1.065;5.093;160.5;23.3
1.073;5.033;161.6;23.3
1.080;4.987;162.8;23.3
1.089;4.928;164.1;23.3
1.099;4.588;185.8;23.4
1.109;4.508;197.4;23.4
1.119;4.408;209.0;23.4
1.129;4.327;220.6;23.4
1.139;4.235;232.2;23.4
1.149;4.166;243.8;23.4
1.159;4.088;255.4;23.5
1.169;4.030;266.9;23.4
1.179;3.968;278.5;23.5
1.189;3.923;290.1;23.4
1.199;3.871;301.7;23.5
1.209;3.832;313.3;23.5
1.219;3.790;324.9;23.4
1.229;3.758;336.5;23.4
1.239;3.722;348.1;23.5
1.249;3.696;359.7;23.5
1.259;3.665;371.3;23.5
1.269;3.642;382.9;23.5
1.279;3.615;394.5;23.5
1.289;3.594;406.1;23.5
1.299;3.568;417.7;23.5
1.309;3.548;429.3;23.5
1.319;3.524;440.9;23.5
1.329;3.504;452.5;23.5
1.339;3.482;464.1;23.5
1.339;3.482;474.2;23.5
