ml;pH;sec;°C
0.000;8.000;0.0;23.8
0.000;8.000;0.4;23.8
0.000;8.000;0.8;23.8
0.007;8.001;1.9;23.8
0.015;8.000;3.0;23.8
0.022;7.996;4.2;23.8
0.030;7.989;5.3;23.8
0.038;7.978;6.5;23.8
0.045;7.965;7.6;23.8
0.053;7.949;8.8;23.8
0.060;7.932;9.9;23.8
0.068;7.914;11.0;23.8
0.076;7.895;12.2;23.8
0.083;7.873;13.3;23.8
0.091;7.851;14.5;23.8
0.098;7.827;15.6;23.8
0.106;7.803;16.7;23.8
0.114;7.778;17.9;23.8
0.121;7.751;19.0;23.8
0.129;7.722;20.2;23.8
0.136;7.692;21.3;23.8
0.144;7.659;22.4;23.8
0.152;7.625;23.6;23.8
0.159;7.592;24.7;23.8
0.167;7.558;25.9;23.8
0.175;7.524;27.0;23.8
0.182;7.489;28.1;23.8
0.190;7.455;29.3;23.8
0.197;7.422;30.4;23.8
0.205;7.388;31.6;23.8
0.213;7.359;32.7;23.8
0.220;7.331;33.8;23.8
0.228;7.305;35.0;23.8
0.235;7.279;36.1;23.8
0.243;7.255;37.3;23.8
0.251;7.233;38.4;23.8
0.258;7.211;39.5;23.8
0.266;7.189;40.7;23.8
0.273;7.169;41.8;23.8
0.281;7.148;43.0;23.8
0.289;7.129;44.1;23.8
0.296;7.110;45.3;23.8
0.304;7.091;46.4;23.8
0.312;7.073;47.5;23.8
0.319;7.041;48.7;23.8
0.327;7.022;49.8;23.8
0.334;7.006;51.0;23.8
0.342;6.989;52.1;23.8
0.350;6.973;53.2;23.8
0.357;6.957;54.4;23.8
0.365;6.942;55.5;23.8
0.372;6.926;56.7;23.8
0.380;6.910;57.8;23.8
0.388;6.895;58.9;23.8
0.395;6.879;60.1;23.8
0.403;6.864;61.2;23.8
0.410;6.849;62.4;23.8
0.418;6.834;63.5;23.8
0.426;6.819;64.6;23.8
0.433;6.804;65.8;23.8
0.441;6.789;66.9;23.8
0.449;6.774;68.1;23.8
0.456;6.759;69.2;23.8
0.464;6.744;70.3;23.8
0.471;6.729;71.5;23.8
0.479;6.715;72.6;23.8
0.487;6.700;73.8;23.8
0.494;6.641;74.9;23.8
0.502;6.626;76.0;23.8
0.509;6.614;77.2;23.8
0.517;6.601;78.3;23.8
0.525;6.588;79.5;23.8
0.532;6.575;80.6;23.8
0.540;6.561;81.8;23.8
0.547;6.548;82.9;23.8
0.555;6.534;84.0;23.8
0.563;6.520;85.2;23.8
0.570;6.507;86.3;23.8
0.578;6.492;87.5;23.8
0.585;6.478;88.6;23.8
0.593;6.464;89.7;23.8
0.601;6.450;90.9;23.8
0.608;6.436;92.0;23.8
0.616;6.421;93.2;23.8
0.624;6.406;94.3;23.8
0.631;6.389;95.4;23.8
0.639;6.375;96.6;23.8
0.646;6.360;97.7;23.8
0.654;6.345;98.9;23.8
0.662;6.330;100.0;23.8
0.669;6.315;101.1;23.8
0.677;6.300;102.3;23.8
0.684;6.284;103.4;23.8
0.692;6.269;104.6;23.8
0.700;6.252;105.7;23.8
0.707;6.228;106.9;23.8
0.715;6.205;108.0;23.8
0.722;6.189;109.1;23.8
0.730;6.174;110.3;23.8
0.738;6.158;111.4;23.8
0.745;6.143;112.6;23.8
0.753;6.127;113.7;23.8
0.761;6.111;114.8;23.8
0.768;6.089;116.0;23.8
0.776;6.073;117.1;23.8
0.783;6.057;118.3;23.8
0.791;6.039;119.4;23.8
0.799;6.022;120.5;23.8
0.806;6.000;121.7;23.8
0.814;5.983;122.8;23.8
0.821;5.964;124.0;23.8
0.829;5.946;125.1;23.8
0.837;5.928;126.2;23.8
0.844;5.909;127.4;23.8
0.852;5.891;128.5;23.8
0.859;5.872;129.7;23.8
0.867;5.853;130.8;23.8
0.875;5.834;131.9;23.8
0.882;5.813;133.1;23.8
0.890;5.793;134.2;23.8
0.898;5.773;135.4;23.8
0.905;5.746;136.5;23.8
0.913;5.721;137.7;23.8
0.920;5.701;138.8;23.8
0.928;5.679;139.9;23.8
0.936;5.655;141.1;23.8
0.943;5.629;142.2;23.8
0.951;5.605;143.4;23.8
0.958;5.562;144.5;23.8
0.966;5.535;145.6;23.8
0.974;5.511;146.8;23.8
0.981;5.486;147.9;23.8
0.989;5.459;149.1;23.8
0.996;5.430;150.2;23.8
1.004;5.400;151.3;23.8
1.012;5.368;152.5;23.8
1.019;5.337;153.6;23.8
1.027;5.298;154.8;23.8
1.035;5.251;155.9;23.8
1.042;5.209;157.0;23.8
1.050;5.168;158.2;23.8
1.057;5.126;159.3;23.8
1.065;5.081;160.5;23.8
1.073;5.029;161.6;23.8
1.080;4.977;162.7;23.8
1.086;4.912;163.7;23.8
1.096;4.601;185.4;24.0
1.106;4.522;197.0;24.0
1.116;4.424;208.6;24.0
1.126;4.345;220.1;24.0
1.136;4.249;231.7;24.0
1.146;4.179;243.3;24.0
1.156;4.101;254.9;24.0
1.166;4.044;266.5;24.0
1.176;3.980;278.1;24.0
1.186;3.934;289.7;24.0
1.196;3.882;301.3;24.0
1.206;3.844;312.9;24.0
1.216;3.799;324.5;24.0
1.226;3.768;336.1;24.1
1.236;3.732;347.7;24.1
1.246;3.705;359.3;24.1
1.256;3.674;370.8;24.0
1.266;3.650;382.4;24.1
1.276;3.623;394.0;24.1
1.286;3.602;405.6;24.1
1.296;3.576;417.2;24.1
1.306;3.556;428.8;24.1
1.316;3.532;440.4;24.1
1.326;3.513;452.0;24.1
1.336;3.490;463.6;24.1
1.336;3.490;473.6;24.1
