ml;pH;sec;°C
0.000;8.003;0.0;23.6
0.000;8.004;0.4;23.6
0.000;8.004;0.8;23.6
0.007;8.004;1.9;23.6
0.014;8.003;3.0;23.6
0.022;7.999;4.2;23.6
0.030;7.991;5.3;23.6
0.037;7.980;6.5;23.6
0.045;7.967;7.6;23.6
0.053;7.951;8.7;23.6
0.060;7.934;9.9;23.6
0.068;7.915;11.0;23.6
0.075;7.896;12.2;23.6
0.083;7.875;13.3;23.6
0.091;7.854;14.4;23.6
0.098;7.831;15.6;23.6
0.106;7.807;16.7;23.6
0.113;7.782;17.9;23.6
0.121;7.753;19.0;23.6
0.129;7.725;20.1;23.6
0.136;7.693;21.3;23.6
0.144;7.663;22.4;23.6
0.151;7.627;23.6;23.6
0.159;7.596;24.7;23.6
0.167;7.563;25.9;23.6
0.174;7.529;27.0;23.6
0.182;7.494;28.1;23.6
0.190;7.460;29.3;23.6
0.197;7.426;30.4;23.6
0.205;7.394;31.6;23.6
0.212;7.355;32.7;23.6
0.220;7.326;33.8;23.6
0.228;7.299;35.0;23.6
0.235;7.272;36.1;23.6
0.243;7.247;37.3;23.6
0.250;7.222;38.4;23.6
0.258;7.199;39.5;23.6
0.266;7.177;40.7;23.6
0.273;7.153;41.8;23.6
0.281;7.132;43.0;23.6
0.288;7.112;44.1;23.6
0.296;7.093;45.2;23.6
0.304;7.074;46.4;23.6
0.311;7.056;47.5;23.6
0.319;7.038;48.7;23.6
0.326;7.020;49.8;23.6
0.334;7.003;50.9;23.6
0.342;6.986;52.1;23.6
0.349;6.969;53.2;23.6
0.357;6.952;54.4;23.6
0.365;6.935;55.5;23.6
0.372;6.919;56.6;23.6
0.380;6.903;57.8;23.6
0.387;6.887;58.9;23.6
0.395;6.871;60.1;23.6
0.403;6.856;61.2;23.6
0.410;6.841;62.4;23.6
0.418;6.825;63.5;23.6
0.425;6.808;64.6;23.6
0.433;6.792;65.8;23.6
0.441;6.777;66.9;23.6
0.448;6.762;68.1;23.6
0.456;6.748;69.2;23.6
0.463;6.733;70.3;23.6
0.471;6.718;71.5;23.6
0.479;6.704;72.6;23.6
0.486;6.689;73.8;23.6
0.494;6.674;74.9;23.6
0.501;6.660;76.0;23.6
0.509;6.645;77.2;23.6
0.517;6.630;78.3;23.6
0.524;6.615;79.5;23.6
0.532;6.600;80.6;23.6
0.540;6.585;81.7;23.6
0.547;6.570;82.9;23.6
0.555;6.555;84.0;23.6
0.562;6.540;85.2;23.6
0.570;6.516;86.3;23.6
0.578;6.501;87.4;23.6
0.585;6.486;88.6;23.6
0.593;6.472;89.7;23.6
0.600;6.457;90.9;23.6
0.608;6.442;92.0;23.6
0.616;6.425;93.1;23.6
0.623;6.409;94.3;23.6
0.631;6.391;95.4;23.6
0.638;6.376;96.6;23.6
0.646;6.361;97.7;23.6
0.654;6.346;98.8;23.6
0.661;6.330;100.0;23.6
0.669;6.314;101.1;23.6
0.677;6.299;102.3;23.6
0.684;6.284;103.4;23.6
0.692;6.268;104.5;23.6
0.699;6.253;105.7;23.6
0.707;6.237;106.8;23.6
0.715;6.220;108.0;23.6
0.722;6.203;109.1;23.6
0.730;6.186;110.3;23.6
0.737;6.169;111.4;23.6
0.745;6.152;112.5;23.6
0.753;6.136;113.7;23.6
0.760;6.119;114.8;23.6
0.768;6.102;116.0;23.6
0.775;6.085;117.1;23.6
0.783;6.067;118.2;23.6
0.791;6.048;119.4;23.6
0.798;6.029;120.5;23.6
0.806;6.011;121.7;23.6
0.813;5.991;122.8;23.6
0.821;5.972;123.9;23.6
0.829;5.953;125.1;23.6
0.836;5.935;126.2;23.6
0.844;5.916;127.4;23.6
0.852;5.894;128.5;23.6
0.859;5.874;129.6;23.6
0.867;5.855;130.8;23.6
0.874;5.833;131.9;23.6
0.882;5.811;133.1;23.6
0.890;5.791;134.2;23.6
0.897;5.770;135.3;23.6
0.905;5.749;136.5;23.6
0.912;5.728;137.6;23.6
0.920;5.705;138.8;23.6
0.928;5.682;139.9;23.6
0.935;5.657;141.0;23.6
0.943;5.632;142.2;23.6
0.950;5.605;143.3;23.6
0.958;5.579;144.5;23.6
0.966;5.553;145.6;23.6
0.973;5.525;146.7;23.6
0.981;5.481;147.9;23.6
0.989;5.452;149.0;23.6
0.996;5.424;150.2;23.6
1.004;5.388;151.3;23.6
1.011;5.355;152.5;23.6
1.019;5.323;153.6;23.6
1.027;5.286;154.7;23.6
1.034;5.249;155.9;23.6
1.042;5.210;157.0;23.6
1.049;5.169;158.2;23.6
1.057;5.124;159.3;23.6
1.065;5.073;160.4;23.6
1.072;5.023;161.6;23.6
1.080;4.970;162.7;23.6
1.085;4.931;163.5;23.6
1.095;4.593;185.1;23.7
1.105;4.514;196.7;23.7
1.115;4.417;208.3;23.7
1.125;4.337;219.9;23.7
1.135;4.243;231.5;23.7
1.145;4.172;243.1;23.7
1.155;4.095;254.7;23.7
1.165;4.039;266.3;23.8
1.175;3.976;277.9;23.8
1.185;3.930;289.5;23.8
1.195;3.878;301.1;23.8
1.205;3.840;312.6;23.8
1.215;3.797;324.2;23.8
1.225;3.765;335.8;23.8
1.235;3.729;347.4;23.8
1.245;3.702;359.0;23.8
1.255;3.670;370.6;23.8
1.265;3.647;382.2;23.8
1.275;3.620;393.8;23.8
1.285;3.599;405.4;23.8
1.295;3.574;417.0;23.9
1.305;3.553;428.6;23.9
1.315;3.529;440.2;23.9
1.325;3.510;451.8;23.9
1.335;3.488;463.4;23.9
1.335;3.488;473.4;23.9
