ml;pH;sec;°C
0.601;6.455;90.9;23.9
0.608;6.440;92.0;23.9
0.616;6.426;93.2;23.9
0.624;6.405;94.3;23.9
0.631;6.391;95.5;23.9
0.639;6.377;96.6;23.9
0.647;6.355;97.7;23.9
0.654;6.341;98.9;23.9
0.662;6.327;100.0;23.9
0.669;6.312;101.2;23.9
0.677;6.297;102.3;23.9
0.685;6.283;103.4;23.9
0.692;6.268;104.6;23.9
0.700;6.242;105.7;23.9
0.707;6.228;106.9;23.9
0.715;6.211;108.0;23.9
0.723;6.195;109.2;23.9
0.730;6.181;110.3;23.9
0.738;6.165;111.4;23.9
0.745;6.149;112.6;23.9
0.753;6.122;113.7;23.9
0.761;6.105;114.9;23.9
0.768;6.091;116.0;23.9
0.776;6.075;117.1;23.9
0.784;6.060;118.3;23.9
0.791;6.044;119.4;23.9
0.799;5.992;120.6;23.9
0.806;5.974;121.7;23.9
0.814;5.956;122.8;23.9
0.822;5.943;124.0;23.9
0.829;5.925;125.1;23.9
0.837;5.910;126.3;23.9
0.844;5.895;127.4;23.9
0.852;5.879;128.6;23.9
0.860;5.838;129.7;23.9
0.867;5.822;130.8;23.9
0.875;5.807;132.0;23.9
0.883;5.793;133.1;23.9
0.890;5.777;134.3;23.9
0.898;5.753;135.4;23.9
0.905;5.736;136.5;23.9
0.913;5.718;137.7;23.9
0.921;5.692;138.8;23.9
0.928;5.674;140.0;23.9
0.936;5.656;141.1;23.9
0.943;5.637;142.2;23.9
0.951;5.613;143.4;23.9
0.959;5.591;144.5;23.9
0.966;5.569;145.7;23.9
0.974;5.542;146.8;23.9
0.981;5.519;147.9;23.9
0.989;5.495;149.1;23.9
0.997;5.468;150.2;23.9
1.004;5.439;151.4;23.9
1.012;5.407;152.5;23.9
1.020;5.378;153.7;23.9
1.027;5.345;154.8;23.9
1.035;5.312;155.9;23.9
1.042;5.278;157.1;23.9
1.050;5.241;158.2;23.9
1.058;5.204;159.4;23.9
1.065;5.163;160.5;23.9
1.073;5.120;161.6;23.9
1.080;5.073;162.8;23.9
1.088;5.006;163.9;23.9
1.096;4.957;165.1;23.9
1.099;4.930;165.6;23.9
1.109;4.637;187.3;24.1
1.119;4.539;198.9;24.1
1.129;4.456;210.5;24.1
1.139;4.358;222.1;24.1
1.149;4.283;233.7;24.1
1.159;4.196;245.3;24.1
1.169;4.133;256.9;24.2
1.179;4.062;268.5;24.2
1.189;4.010;280.1;24.1
1.199;3.952;291.7;24.1
1.209;3.909;303.3;24.2
1.219;3.862;314.9;24.2
1.229;3.827;326.5;24.2
1.239;3.788;338.1;24.2
1.249;3.758;349.6;24.2
1.259;3.725;361.2;24.2
1.269;3.700;372.8;24.2
1.279;3.671;384.4;24.2
1.289;3.647;396.0;24.2
1.299;3.620;407.6;24.2
1.309;3.599;419.2;24.2
1.319;3.572;430.8;24.2
1.329;3.552;442.4;24.3
1.339;3.528;454.0;24.2
1.349;3.511;465.6;24.2
1.359;3.489;477.2;24.3
1.359;3.489;487.3;24.3
