ml;pH;sec;°C
0.000;8.001;0.0;23.8
0.000;8.001;0.4;23.8
0.000;8.001;0.8;23.8
0.007;8.001;1.9;23.8
0.015;8.001;3.0;23.8
0.022;7.997;4.2;23.8
0.030;7.989;5.3;23.8
0.037;7.977;6.5;23.8
0.045;7.964;7.6;23.8
0.053;7.948;8.7;23.8
0.060;7.930;9.9;23.8
0.068;7.912;11.0;23.8
0.076;7.892;12.2;23.8
0.083;7.864;13.3;23.8
0.091;7.841;14.4;23.8
0.098;7.818;15.6;23.8
0.106;7.795;16.7;23.8
0.114;7.768;17.9;23.8
0.121;7.742;19.0;23.8
0.129;7.715;20.1;23.8
0.136;7.683;21.3;23.8
0.144;7.651;22.4;23.8
0.152;7.619;23.6;23.8
0.159;7.585;24.7;23.8
0.167;7.552;25.9;23.8
0.174;7.517;27.0;23.8
0.182;7.482;28.1;23.8
0.190;7.449;29.3;23.8
0.197;7.416;30.4;23.8
0.205;7.384;31.6;23.8
0.213;7.354;32.7;23.8
0.220;7.322;33.8;23.8
0.228;7.294;35.0;23.8
0.235;7.266;36.1;23.8
0.243;7.241;37.3;23.8
0.251;7.217;38.4;23.8
0.258;7.195;39.5;23.8
0.266;7.173;40.7;23.8
0.273;7.152;41.8;23.8
0.281;7.132;43.0;23.8
0.289;7.112;44.1;23.8
0.296;7.093;45.2;23.8
0.304;7.075;46.4;23.8
0.311;7.057;47.5;23.8
0.319;7.039;48.7;23.8
0.327;7.021;49.8;23.8
0.334;7.004;51.0;23.8
0.342;6.986;52.1;23.8
0.350;6.969;53.2;23.8
0.357;6.952;54.4;23.8
0.365;6.936;55.5;23.8
0.372;6.920;56.7;23.8
0.380;6.904;57.8;23.8
0.388;6.886;58.9;23.8
0.395;6.869;60.1;23.8
0.403;6.853;61.2;23.8
0.410;6.837;62.4;23.8
0.418;6.823;63.5;23.8
0.426;6.807;64.6;23.8
0.433;6.792;65.8;23.8
0.441;6.777;66.9;23.8
0.448;6.761;68.1;23.8
0.456;6.744;69.2;23.8
0.464;6.725;70.3;23.8
0.471;6.710;71.5;23.8
0.479;6.696;72.6;23.8
0.486;6.681;73.8;23.8
0.494;6.666;74.9;23.8
0.502;6.652;76.0;23.8
0.509;6.635;77.2;23.8
0.517;6.620;78.3;23.8
0.525;6.602;79.5;23.8
0.532;6.588;80.6;23.8
0.540;6.574;81.7;23.8
0.547;6.560;82.9;23.8
0.555;6.545;84.0;23.8
0.563;6.528;85.2;23.8
0.570;6.513;86.3;23.8
0.578;6.499;87.4;23.8
0.585;6.484;88.6;23.8
0.593;6.470;89.7;23.8
0.601;6.453;90.9;23.8
0.608;6.438;92.0;23.8
0.616;6.420;93.2;23.8
0.623;6.404;94.3;23.8
0.631;6.389;95.4;23.8
0.639;6.373;96.6;23.8
0.646;6.359;97.7;23.8
0.654;6.342;98.9;23.8
0.662;6.327;100.0;23.8
0.669;6.312;101.1;23.8
0.677;6.295;102.3;23.8
0.684;6.276;103.4;23.8
0.692;6.260;104.6;23.8
0.700;6.245;105.7;23.8
0.707;6.225;106.8;23.8
0.715;6.204;108.0;23.8
0.722;6.189;109.1;23.8
0.730;6.171;110.3;23.8
0.738;6.156;111.4;23.8
0.745;6.107;112.5;23.8
0.753;6.093;113.7;23.8
0.760;6.076;114.8;23.8
0.768;6.057;116.0;23.8
0.776;6.042;117.1;23.8
0.783;6.021;118.2;23.8
0.791;6.006;119.4;23.8
0.798;5.980;120.5;23.8
0.806;5.963;121.7;23.8
0.814;5.945;122.8;23.8
0.821;5.928;123.9;23.8
0.829;5.911;125.1;23.8
0.837;5.888;126.2;23.8
0.844;5.867;127.4;23.8
0.852;5.850;128.5;23.8
0.859;5.834;129.6;23.8
0.867;5.815;130.8;23.8
0.875;5.797;131.9;23.8
0.882;5.779;133.1;23.8
0.890;5.739;134.2;23.8
0.897;5.719;135.4;23.8
0.905;5.700;136.5;23.8
0.913;5.679;137.6;23.8
0.920;5.660;138.8;23.8
0.928;5.638;139.9;23.8
0.935;5.616;141.1;23.8
0.943;5.593;142.2;23.8
0.951;5.568;143.3;23.8
0.958;5.545;144.5;23.8
0.966;5.518;145.6;23.8
0.974;5.493;146.8;23.8
0.981;5.465;147.9;23.8
0.989;5.435;149.0;23.8
0.996;5.405;150.2;23.8
1.004;5.375;151.3;23.8
1.012;5.337;152.5;23.8
1.019;5.303;153.6;23.8
1.027;5.266;154.7;23.8
1.034;5.221;155.9;23.8
1.042;5.176;157.0;23.8
1.050;5.136;158.2;23.8
1.057;5.078;159.3;23.8
1.065;5.028;160.4;23.8
1.072;4.983;161.6;23.8
1.080;4.932;162.7;23.8
1.090;4.625;184.4;23.9
1.100;4.538;196.0;23.9
1.110;4.453;207.6;23.9
1.120;4.361;219.2;24.0
1.130;4.276;230.8;23.9
1.140;4.194;242.4;24.0
1.150;4.124;253.9;24.0
1.160;4.055;265.5;24.0
1.170;3.997;277.1;24.0
1.180;3.944;288.7;24.0
1.190;3.897;300.3;24.0
1.200;3.851;311.9;24.0
1.210;3.811;323.5;24.0
1.220;3.774;335.1;24.0
1.230;3.741;346.7;24.0
1.240;3.710;358.3;24.0
1.250;3.682;369.9;24.0
1.260;3.654;381.5;24.0
1.270;3.630;393.1;24.1
1.280;3.605;404.7;24.0
1.290;3.583;416.2;24.1
1.300;3.560;427.8;24.1
1.310;3.538;439.4;24.0
1.320;3.516;451.0;24.1
1.330;3.496;462.6;24.1
1.340;3.476;474.2;24.1
1.340;3.475;484.3;24.1
