ml;pH;sec;°C
0.000;7.967;0.0;23.5
0.000;7.967;0.4;23.5
0.000;7.967;0.8;23.5
0.007;7.967;1.9;23.5
0.015;7.962;3.0;23.5
0.022;7.955;4.2;23.5
0.030;7.946;5.3;23.5
0.037;7.933;6.5;23.5
0.045;7.920;7.6;23.5
0.053;7.906;8.7;23.5
0.060;7.882;9.9;23.5
0.068;7.866;11.0;23.5
0.076;7.852;12.2;23.5
0.083;7.829;13.3;23.5
0.091;7.810;14.4;23.5
0.098;7.786;15.6;23.5
0.106;7.763;16.7;23.5
0.114;7.739;17.9;23.5
0.121;7.714;19.0;23.5
0.129;7.687;20.2;23.5
0.136;7.658;21.3;23.5
0.144;7.629;22.4;23.5
0.152;7.597;23.6;23.5
0.159;7.567;24.7;23.5
0.167;7.531;25.9;23.5
0.174;7.495;27.0;23.5
0.182;7.458;28.1;23.5
0.190;7.425;29.3;23.5
0.197;7.388;30.4;23.5
0.205;7.353;31.6;23.5
0.213;7.316;32.7;23.5
0.220;7.285;33.8;23.5
0.228;7.255;35.0;23.5
0.235;7.224;36.1;23.5
0.243;7.199;37.3;23.5
0.251;7.169;38.4;23.5
0.258;7.147;39.5;23.5
0.266;7.124;40.7;23.5
0.273;7.103;41.8;23.5
0.281;7.083;43.0;23.5
0.289;7.060;44.1;23.5
0.296;7.039;45.2;23.5
0.304;7.017;46.4;23.5
0.311;6.995;47.5;23.5
0.319;6.966;48.7;23.5
0.327;6.944;49.8;23.5
0.334;6.907;51.0;23.5
0.342;6.890;52.1;23.5
0.350;6.873;53.2;23.5
0.357;6.837;54.4;23.5
0.365;6.808;55.5;23.5
0.372;6.782;56.7;23.5
0.380;6.763;57.8;23.5
0.388;6.746;58.9;23.5
0.395;6.706;60.1;23.5
0.403;6.696;61.2;23.5
0.410;6.682;62.4;23.5
0.418;6.668;63.5;23.5
0.426;6.650;64.6;23.5
0.433;6.562;65.8;23.5
0.441;6.532;66.9;23.5
0.448;6.522;68.1;23.5
0.456;6.513;69.2;23.5
0.464;6.503;70.3;23.5
0.471;6.470;71.5;23.5
0.479;6.458;72.6;23.5
0.486;6.449;73.8;23.5
0.494;6.440;74.9;23.5
0.502;6.423;76.0;23.5
0.509;6.409;77.2;23.5
0.517;6.383;78.3;23.5
0.525;6.369;79.5;23.5
0.532;6.346;80.6;23.5
0.540;6.334;81.7;23.5
0.547;6.323;82.9;23.5
0.555;6.309;84.0;23.5
0.563;6.298;85.2;23.5
0.570;6.275;86.3;23.5
0.578;6.252;87.5;23.5
0.585;6.242;88.6;23.5
0.593;6.231;89.7;23.5
0.601;6.215;90.9;23.5
0.608;6.199;92.0;23.5
0.616;6.187;93.2;23.5
0.623;6.158;94.3;23.5
0.631;6.140;95.4;23.5
0.639;6.129;96.6;23.5
0.646;6.118;97.7;23.5
0.654;6.096;98.9;23.5
0.662;6.085;100.0;23.5
0.669;6.073;101.1;23.5
0.677;6.061;102.3;23.5
0.684;6.044;103.4;23.5
0.692;6.019;104.6;23.5
0.700;5.991;105.7;23.5
0.707;5.976;106.8;23.5
0.715;5.947;108.0;23.5
0.722;5.922;109.1;23.5
0.730;5.908;110.3;23.5
0.738;5.892;111.4;23.5
0.745;5.868;112.5;23.5
0.753;5.844;113.7;23.5
0.760;5.832;114.8;23.5
0.768;5.787;116.0;23.5
0.776;5.779;117.1;23.5
0.783;5.719;118.2;23.5
0.791;5.709;119.4;23.5
0.799;5.708;120.5;23.5
0.806;5.701;121.7;23.5
0.814;5.644;122.8;23.5
0.821;5.615;124.0;23.5
0.829;5.608;125.1;23.5
0.837;5.597;126.2;23.5
0.844;5.582;127.4;23.5
0.852;5.526;128.5;23.5
0.859;5.524;129.7;23.5
0.867;5.489;130.8;23.5
0.875;5.435;131.9;23.5
0.882;5.409;133.1;23.5
0.890;5.409;134.2;23.5
0.897;5.393;135.4;23.5
0.905;5.364;136.5;23.5
0.913;5.347;137.6;23.5
0.920;5.296;138.8;23.5
0.928;5.252;139.9;23.5
0.935;5.251;141.1;23.5
0.943;5.246;142.2;23.5
0.951;5.212;143.3;23.5
0.958;5.176;144.5;23.5
0.966;5.179;145.6;23.5
0.974;5.161;146.8;23.5
0.981;5.120;147.9;23.5
0.989;5.059;149.0;23.5
0.996;5.050;150.2;23.5
1.004;5.031;151.3;23.5
1.012;5.023;152.5;23.5
1.019;5.000;153.6;23.5
1.027;4.948;154.7;23.5
1.034;4.934;155.9;23.5
1.034;4.982;166.0;23.6
1.034;4.982;166.0;23.6
1.034;4.983;166.1;23.6
1.041;4.978;167.3;23.6
1.049;4.935;168.6;23.6
1.059;4.860;190.3;23.6
1.069;4.794;201.9;23.7
1.079;4.731;213.5;23.6
1.089;4.661;225.1;23.7
1.099;4.577;236.7;23.7
1.109;4.495;248.3;23.6
1.119;4.402;259.8;23.7
1.129;4.315;271.4;23.7
1.139;4.230;283.0;23.7
1.149;4.156;294.6;23.7
1.159;4.084;306.2;23.7
1.169;4.023;317.8;23.7
1.179;3.966;329.4;23.7
1.189;3.918;341.0;23.7
1.199;3.870;352.6;23.7
1.209;3.828;364.2;23.7
1.219;3.789;375.8;23.7
1.229;3.755;387.4;23.7
1.239;3.723;398.9;23.7
1.249;3.694;410.5;23.7
1.259;3.666;422.1;23.7
1.269;3.641;433.7;23.7
1.279;3.615;445.3;23.7
1.289;3.592;456.9;23.7
1.299;3.569;468.5;23.7
1.309;3.547;480.1;23.7
1.319;3.524;491.7;23.7
1.329;3.503;503.3;23.7
1.339;3.482;514.9;23.7
1.339;3.483;524.9;23.7
