ml;pH;sec;°C
0.000;8.054;0.0;23.2
0.000;8.054;0.4;23.2
0.000;8.054;0.8;23.2
0.007;8.054;1.9;23.2
0.015;8.053;3.0;23.2
0.022;8.050;4.2;23.2
0.030;8.044;5.3;23.2
0.038;8.037;6.5;23.2
0.045;8.027;7.6;23.2
0.053;8.016;8.7;23.2
0.060;8.004;9.9;23.2
0.068;7.990;11.0;23.2
0.076;7.975;12.2;23.2
0.083;7.956;13.3;23.2
0.091;7.939;14.4;23.2
0.098;7.922;15.6;23.2
0.106;7.903;16.7;23.2
0.114;7.884;17.9;23.2
0.121;7.864;19.0;23.2
0.129;7.842;20.2;23.2
0.136;7.819;21.3;23.2
0.144;7.795;22.4;23.2
0.152;7.770;23.6;23.2
0.159;7.745;24.7;23.2
0.167;7.717;25.9;23.2
0.174;7.688;27.0;23.2
0.182;7.659;28.1;23.2
0.190;7.629;29.3;23.2
0.197;7.598;30.4;23.2
0.205;7.565;31.6;23.2
0.213;7.530;32.7;23.2
0.220;7.495;33.8;23.2
0.228;7.462;35.0;23.2
0.235;7.430;36.1;23.2
0.243;7.399;37.3;23.2
0.251;7.369;38.4;23.2
0.258;7.341;39.5;23.2
0.266;7.315;40.7;23.2
0.273;7.289;41.8;23.2
0.281;7.263;43.0;23.2
0.289;7.239;44.1;23.2
0.296;7.216;45.2;23.2
0.304;7.194;46.4;23.2
0.311;7.172;47.5;23.2
0.319;7.150;48.7;23.2
0.327;7.130;49.8;23.2
0.334;7.110;50.9;23.2
0.342;7.091;52.1;23.2
0.350;7.071;53.2;23.2
0.357;7.052;54.4;23.2
0.365;7.034;55.5;23.2
0.372;7.014;56.7;23.2
0.380;6.993;57.8;23.2
0.388;6.976;58.9;23.2
0.395;6.958;60.1;23.2
0.403;6.941;61.2;23.2
0.410;6.924;62.4;23.2
0.418;6.907;63.5;23.2
0.426;6.890;64.6;23.2
0.433;6.874;65.8;23.2
0.441;6.855;66.9;23.2
0.448;6.840;68.1;23.2
0.456;6.821;69.2;23.2
0.464;6.806;70.3;23.2
0.471;6.790;71.5;23.2
0.479;6.774;72.6;23.2
0.486;6.759;73.8;23.2
0.494;6.742;74.9;23.2
0.502;6.726;76.0;23.2
0.509;6.711;77.2;23.2
0.517;6.695;78.3;23.2
0.525;6.679;79.5;23.2
0.532;6.663;80.6;23.2
0.540;6.647;81.7;23.2
0.547;6.631;82.9;23.2
0.555;6.615;84.0;23.2
0.563;6.600;85.2;23.2
0.570;6.585;86.3;23.2
0.578;6.569;87.4;23.2
0.585;6.554;88.6;23.2
0.593;6.538;89.7;23.2
0.601;6.523;90.9;23.2
0.608;6.468;92.0;23.2
0.616;6.446;93.1;23.2
0.623;6.434;94.3;23.2
0.631;6.422;95.4;23.2
0.639;6.405;96.6;23.2
0.646;6.390;97.7;23.2
0.654;6.374;98.9;23.2
0.662;6.359;100.0;23.2
0.669;6.343;101.1;23.2
0.677;6.326;102.3;23.2
0.684;6.311;103.4;23.2
0.692;6.296;104.6;23.2
0.700;6.281;105.7;23.2
0.707;6.266;106.8;23.2
0.715;6.251;108.0;23.2
0.722;6.235;109.1;23.2
0.730;6.218;110.3;23.2
0.738;6.201;111.4;23.2
0.745;6.173;112.5;23.2
0.753;6.153;113.7;23.2
0.760;6.138;114.8;23.2
0.768;6.122;116.0;23.2
0.776;6.103;117.1;23.2
0.783;6.075;118.2;23.2
0.791;6.056;119.4;23.2
0.798;6.038;120.5;23.2
0.806;6.019;121.7;23.2
0.814;6.002;122.8;23.2
0.821;5.983;123.9;23.2
0.829;5.963;125.1;23.2
0.837;5.946;126.2;23.2
0.844;5.927;127.4;23.2
0.852;5.904;128.5;23.2
0.859;5.874;129.6;23.2
0.867;5.856;130.8;23.2
0.875;5.828;131.9;23.2
0.882;5.809;133.1;23.2
0.890;5.787;134.2;23.2
0.897;5.769;135.4;23.2
0.905;5.735;136.5;23.2
0.913;5.713;137.6;23.2
0.920;5.690;138.8;23.2
0.928;5.671;139.9;23.2
0.935;5.647;141.1;23.2
0.943;5.614;142.2;23.2
0.951;5.591;143.3;23.2
0.958;5.572;144.5;23.2
0.966;5.549;145.6;23.2
0.974;5.519;146.8;23.2
0.981;5.494;147.9;23.2
0.989;5.467;149.0;23.2
0.996;5.442;150.2;23.2
1.004;5.410;151.3;23.2
1.012;5.381;152.5;23.2
1.019;5.348;153.6;23.2
1.027;5.316;154.7;23.2
1.034;5.280;155.9;23.2
1.042;5.212;157.0;23.2
1.050;5.182;158.2;23.2
1.057;5.135;159.3;23.2
1.065;5.098;160.4;23.2
1.072;5.060;161.6;23.2
1.080;5.016;162.7;23.2
1.088;4.965;163.9;23.2
1.092;4.928;164.6;23.2
1.102;4.605;186.3;23.4
1.112;4.518;197.9;23.4
1.122;4.424;209.5;23.4
1.132;4.335;221.1;23.4
1.142;4.247;232.7;23.4
1.152;4.172;244.3;23.4
1.162;4.098;255.8;23.4
1.172;4.037;267.4;23.4
1.182;3.979;279.0;23.4
1.192;3.929;290.6;23.4
1.202;3.881;302.2;23.5
1.212;3.839;313.8;23.5
1.222;3.799;325.4;23.5
1.232;3.765;337.0;23.5
1.242;3.732;348.6;23.5
1.252;3.703;360.2;23.5
1.262;3.674;371.8;23.5
1.272;3.648;383.4;23.5
1.282;3.623;394.9;23.5
1.292;3.599;406.5;23.5
1.302;3.576;418.1;23.5
1.312;3.554;429.7;23.5
1.322;3.531;441.3;23.6
1.332;3.510;452.9;23.5
1.342;3.489;464.5;23.5
1.342;3.488;474.6;23.5
